gene	ensembl_id	phenotype	trait_type	n_cases	burden_set	P_SKATO	P_Burden	P_SKAT	BETA	n_variants
BRCA2	ENSG00000139618	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.786221298968792	0.547831071141409	0.993797560335219	-0.0130663006578948	280
SRCAP	ENSG00000080603	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.786942390298912	0.561587835393409	1.0	-0.0404854245444711	31
FANCA	ENSG00000187741	N26 unspecified contracted kidney	icd_first_occurrence	176	pLoF	0.787365940772568	0.550868875758978	1.0	-0.0401102213894429	172
BRIP1	ENSG00000136492	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.787653322387831	0.588477877878967	0.99940386048693	-0.0128069612597377	88
MYOCD	ENSG00000141052	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.787754454548038	0.619023280211758	0.999896894097264	-0.0401926475433588	24
ZNF699	ENSG00000196110	Cystatin C	continuous	376784	pLoF	0.789327744757485	0.628432926828901	0.964460033493767	0.00185069106444308	18
KMT2D	ENSG00000167548	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.789553025212937	0.576596913967757	1.0	-0.0378959141977197	28
KIAA0586	ENSG00000100578	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.789620040621522	0.64725067432219	0.657551082813959	-0.0118683823900074	111
HRAS	ENSG00000174775	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.789756129202892	0.673609046929382	0.895673148668932	-0.040218620840616	10
UBE2T	ENSG00000077152	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.789759497897366	0.588372255849413	0.999976660154835	-0.0294335423894449	14
MMACHC	ENSG00000132763	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	0.790170262509646	0.685291824474983	0.917122951717784	-0.0135757940541701	15
TMEM67	ENSG00000164953	N25 impaired renal tubular function	icd_first_occurrence	160	pLoF	0.790183452552389	0.575493646373815	1.0	-0.0356194425258347	86
GTF2IRD2	ENSG00000196275	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.790515300708359	0.57818767643315	0.999999837710556	-0.0403394159012332	19
MYOCD	ENSG00000141052	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.79065374245003	0.620695838047269	0.779992488599522	0.00175535800993572	24
DNASE1L3	ENSG00000163687	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.791578018524942	0.604250988064034	0.999205738583408	-0.0402614987554609	10
LAMA5	ENSG00000130702	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	pLoF	0.791649990799821	0.545645767487844	1.0	-0.0393314085865805	267
CLCNKB	ENSG00000184908	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.792161799709591	0.735582648087406	0.565254944429606	0.00794445840339709	67
SLX4	ENSG00000188827	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.792363111313925	0.561342444646041	1.0	-0.0383529549457882	100
PALB2	ENSG00000083093	N26 unspecified contracted kidney	icd_first_occurrence	176	pLoF	0.792674024192667	0.57908663529825	1.0	-0.0382507080158377	94
RAD51	ENSG00000051180	Urea	continuous	376551	pLoF	0.792770274211481	0.785213310135228	0.601029855113081	-0.00321241530366225	6
SLC7A7	ENSG00000155465	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	0.79283287256299	0.577514234584357	1.0	-0.0401329040551198	40
ZNF699	ENSG00000196110	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.79286000225963	0.636842875843629	0.998955500431819	-0.040213567222433	18
TMEM216	ENSG00000187049	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	0.793174461497147	0.965763317232088	0.67244868066759	0.00100761746956149	13
SPP1	ENSG00000118785	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.794328837875152	0.693106596194104	0.961618174665565	-0.00518875936563474	16
IL23R	ENSG00000162594	Creatinine	continuous	376624	pLoF	0.794457972592129	0.591356470655553	0.824448881608993	0.00211850607556332	18
RFC2	ENSG00000049541	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.794500299114605	0.607862506311732	0.999995542789962	-0.0400695542841567	25
MKS1	ENSG00000011143	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.79523943877157	0.576640079528075	1.0	-0.040111692103353	48
HLA-DPB1	ENSG00000223865	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	0.795982948814434	0.58414316944371	1.0	-0.0378017751339664	30
FANCE	ENSG00000112039	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	0.796045311543083	0.611889591233913	1.0	-0.0401641970965727	38
PALB2	ENSG00000083093	Microalbumin in urine	continuous	119013	pLoF	0.796429740380006	0.590081339303161	0.874026029903288	0.00129529559533531	94
FAAP100	ENSG00000185504	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.796464057487038	0.916275499993646	0.599167797772392	0.00400345207420609	61
INPP5E	ENSG00000148384	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	0.796598752343079	0.588854962722083	1.0	-0.0401493952486169	48
MLXIPL	ENSG00000009950	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.797031567494946	0.817151828773743	0.583295090317222	0.00695925734786477	41
IL23R	ENSG00000162594	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.797611182376667	0.596663022223721	0.999998397759175	-0.0403120535120368	18
GTF2IRD1	ENSG00000006704	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.798213778158566	0.587411388555942	1.0	-0.0324351424210387	22
IFT74	ENSG00000096872	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	0.799269982914715	0.83633907433213	0.664023453739027	0.00646111788726707	24
BBIP1	ENSG00000214413	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.799573375507173	0.653842420108341	0.995834418597716	-0.0280142851293203	8
CC2D2A	ENSG00000048342	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.799877690664384	0.649750771214524	0.594745075133633	-0.00513113285696959	136
IFT172	ENSG00000138002	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.800202804073471	0.563007445925379	1.0	-0.0397827738695391	123
CLPB	ENSG00000162129	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.800593786385068	0.632988111301178	1.0	-0.0401993051283447	48
CEP19	ENSG00000174007	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.800704144872761	0.619919864674527	0.999929602950802	-0.0402568563257935	17
LZTFL1	ENSG00000163818	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.800806436260325	0.979329328530433	0.588242286343794	0.000169647737773793	17
ALG9	ENSG00000086848	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.800912440690511	0.780527068933732	0.584897734751625	0.00693437518671631	46
PALB2	ENSG00000083093	N25 impaired renal tubular function	icd_first_occurrence	160	pLoF	0.801428261856699	0.591257610649499	1.0	-0.0388490943493241	94
CPT2	ENSG00000157184	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.801601486172807	0.592080995329763	1.0	-0.0396705244472789	39
IFT27	ENSG00000100360	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.80186380999038	0.614641786057217	0.917796981253643	-0.015827203526892	20
TBL2	ENSG00000106638	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.801867395383654	0.598247779473132	1.0	-0.040187937155996	29
INVS	ENSG00000119509	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.802070305155439	0.584923341184995	1.0	-0.0401453891522098	84
PRTN3	ENSG00000196415	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	0.802385526287936	0.690543767572615	0.691644204045384	0.00548409049654015	28
IFNG	ENSG00000111537	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.802551095485971	0.629063220586523	0.999113542716949	-0.0402796360108332	11
EHMT1	ENSG00000181090	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.803481654879755	0.632252637384628	0.999574039286946	-0.030839460863417	14
AHI1	ENSG00000135541	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	0.803706820565908	0.909066706903125	0.582717958881029	-0.00415012473629324	99
SMC3	ENSG00000108055	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.803916970155584	0.578001938205983	1.0	-0.0405455217361062	25
NUP107	ENSG00000111581	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.803976057211561	0.574465460588275	0.752319350991229	0.00127147589068805	69
SH2B1	ENSG00000178188	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.804566815815617	0.596954134433467	0.999999785171145	-0.0365940703207042	17
CHRM3	ENSG00000133019	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.804743924742136	0.639443368413785	0.999331509726761	-0.0404267267341491	13
CILK1	ENSG00000112144	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	0.805063660636825	0.582709994579627	1.0	-0.0396623948421671	46
ERCC4	ENSG00000175595	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	0.805573544096455	0.585976243389471	1.0	-0.0401191168373746	49
NOTCH2	ENSG00000134250	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.805627562189343	0.583952626859836	1.0	-0.0364674213098867	39
ERCC8	ENSG00000049167	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	0.805698142328517	0.60305027473223	1.0	-0.0401458722084968	32
IL12A	ENSG00000168811	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.805841574423346	0.597808038378574	0.999999654665576	-0.0404586069752334	13
MLXIPL	ENSG00000009950	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	0.806077579922299	0.594527592847036	1.0	-0.0400769600369114	41
IFNG	ENSG00000111537	Cystatin C	continuous	376784	pLoF	0.80624088002426	0.945499297610596	0.646471888781337	0.000320327942575282	11
NPHP1	ENSG00000144061	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	0.80678091646421	0.607158184393278	1.0	-0.0401623870035244	37
HNRNPK	ENSG00000165119	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	0.807108461116626	0.650843752166025	0.985595469651693	-0.0405567651472636	4
FANCE	ENSG00000112039	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.807268537686962	0.632163885375816	1.0	-0.0401481754394878	38
NCF1	ENSG00000158517	Urea	continuous	376551	pLoF	0.807391106641979	0.634699981790084	0.686537120547993	-0.00193410893909589	15
KIAA0586	ENSG00000100578	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.807438752734998	0.80124918168772	0.66954982290308	0.00157900794596969	111
IFT122	ENSG00000163913	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.80749415565923	0.61951582431234	1.0	-0.0278222260772699	101
AMOTL1	ENSG00000166025	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.807938277717364	0.593115850674166	1.0	-0.0401701870885639	38
XRCC2	ENSG00000196584	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.808898075817525	0.612467017535302	0.999999762596935	-0.0401311279599767	23
RPGRIP1L	ENSG00000103494	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.809271805442063	0.582832162671487	0.975664771387982	-0.0159484707029469	96
DACT1	ENSG00000165617	Creatinine	continuous	376624	pLoF	0.809505260091953	0.852409535096679	0.613336583320802	0.000662977187320928	22
COG1	ENSG00000166685	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.809623743607038	0.63907463661194	1.0	-0.0396337050352958	64
BRD4	ENSG00000141867	Cystatin C	continuous	376784	pLoF	0.810403462557936	0.888552797716986	0.624882671838117	0.00109818069530619	9
PAN2	ENSG00000135473	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.810589528380112	0.579693810717595	1.0	-0.039899665756914	65
FAH	ENSG00000103876	N26 unspecified contracted kidney	icd_first_occurrence	176	pLoF	0.810743132164545	0.627300075245954	0.999999484345385	-0.0402325763200904	33
DNAJB11	ENSG00000090520	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.810769567524751	0.813096784343447	0.592134882022127	0.0107826561629379	25
HLA-DPB1	ENSG00000223865	Creatinine	continuous	376624	pLoF	0.810977667067223	0.607582266203692	0.602336401074401	0.00120600255693466	30
TMEM216	ENSG00000187049	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.811210312453359	0.698034232009278	0.938012180640823	-0.0402865087462676	13
FBXO22	ENSG00000167196	Microalbumin in urine	continuous	119013	pLoF	0.811758963885447	0.642953090945071	0.714362726546796	0.00390112908589758	19
TSC1	ENSG00000165699	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.811766252473969	0.596010747561846	1.0	-0.0406425073267663	17
BBS5	ENSG00000163093	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.811941683003348	0.598456156997424	1.0	-0.0397708681989642	28
SCLT1	ENSG00000151466	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	0.812512055812529	0.600712925782088	1.0	-0.0401103045848245	29
AHI1	ENSG00000135541	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.813351152525174	1.0	0.595399718629955	9.14307543189276e-05	99
MAD2L2	ENSG00000116670	Cystatin C	continuous	376784	pLoF	0.813426423271195	0.611107274919441	0.740106883586648	-0.00199022707549679	14
BRCA1	ENSG00000012048	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.813550394846536	0.581442364154888	1.0	-0.0401163210073806	141
SLX4	ENSG00000188827	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.813932748620499	0.585648069869542	0.686248340920352	-0.00722663570291999	100
SPP1	ENSG00000118785	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.813943728782888	0.717421235378219	0.87944066627906	-0.00272069330290916	16
FKBP6	ENSG00000077800	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.814050348922959	0.665093991417117	0.999789649892375	-0.0401910960889253	26
NSD1	ENSG00000165671	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.814463128078575	0.600847468828626	1.0	-0.0371620682524219	32
SCAPER	ENSG00000140386	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.814677340126139	0.588751476530706	1.0	-0.0400941045266134	80
BBS10	ENSG00000179941	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.814743818720536	0.7122262253217	0.912621745285187	-0.0402703191134533	14
CHRM3	ENSG00000133019	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.814829464654465	0.660486745236917	0.999997970423429	-0.0148163601383955	13
NOD2	ENSG00000167207	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.814959877877862	0.607828049065667	1.0	-0.0401661722759397	53
AHI1	ENSG00000135541	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.815433098123963	0.926222048623303	0.595383187105998	-0.0024624641419573	99
CFAP418	ENSG00000156172	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.816212525484177	0.615586834184635	1.0	-0.0398768969504177	25
NCF1	ENSG00000158517	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.817125214361939	0.641407277824672	0.999965174644138	-0.0402364873859011	15
SCAPER	ENSG00000140386	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.817506293963206	0.994562656649952	0.591815767312692	-2.42216086219782e-05	80
IFT74	ENSG00000096872	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.817719033619205	0.688844658289388	0.957079774787044	-0.00433334929808725	24
MKKS	ENSG00000125863	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.8179653109422	1.0	0.604946359022827	-0.000263722771794157	37
WDPCP	ENSG00000143951	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.818076634874475	0.921054789404944	0.600234649522512	-0.00364583614546917	56
SLX4	ENSG00000188827	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	pLoF	0.818100381562497	0.591027613022883	1.0	-0.0384870523445879	100
MYOCD	ENSG00000141052	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	0.818551090992199	0.658696523599043	0.999996863337974	-0.0401428165038501	24
TMEM237	ENSG00000155755	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.818956866792137	0.609372880590103	1.0	-0.0401443462467052	44
RAD21	ENSG00000164754	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.819157010936179	0.643628830859939	0.997169880810028	-0.0415671660166727	5
COL7A1	ENSG00000114270	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.81963507086729	0.605551238531551	0.838465169520447	-0.0155573294203017	229
BRD4	ENSG00000141867	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.819698683024195	0.632630669003782	0.999818101238819	-0.0331762896605816	9
INPP5E	ENSG00000148384	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.819772381287416	0.613745534879459	1.0	-0.0401115512860236	48
CFAP418	ENSG00000156172	Microalbumin in urine	continuous	119013	pLoF	0.819854238680644	0.634342636833844	0.6431402824388	-0.00469122536945745	25
SLC7A7	ENSG00000155465	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.820103186748886	0.606128708191164	1.0	-0.0401009026184979	40
BBS5	ENSG00000163093	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.820291679723488	0.608408587634693	0.767881734130988	-0.0102120626995308	28
BBS9	ENSG00000122507	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.820308825907325	0.964968360945617	0.609804033631705	-0.00170335918437758	61
KIAA0753	ENSG00000198920	Urea	continuous	376551	pLoF	0.820817266749355	0.606727284662598	0.716031338408078	-0.000578589090880944	82
C4A	ENSG00000244731	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.82088280254609	0.611320707541716	1.0	-0.0358083650630984	19
LAMA5	ENSG00000130702	N26 unspecified contracted kidney	icd_first_occurrence	176	pLoF	0.820900546618624	0.578752162624858	1.0	-0.0394109411841337	267
MMACHC	ENSG00000132763	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.821215208071345	0.843573793004501	0.724516846209003	0.00279686971219703	15
IFT74	ENSG00000096872	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.821307119426949	0.692734704461103	0.985500164673539	-0.013339009306111	24
CC2D2A	ENSG00000048342	Cystatin C	continuous	376784	pLoF	0.821763109024126	0.620800958250385	0.624503202224912	0.000525413553847167	136
FAAP100	ENSG00000185504	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	0.822123801994164	0.627613961017749	1.0	-0.032027447732955	61
DNAJB11	ENSG00000090520	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.823205956831952	0.605250337468601	1.0	-0.0403300050973212	25
FANCD2	ENSG00000144554	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.8232547522944	0.638958067013193	0.998167522193153	-0.00942101919132026	106
FANCL	ENSG00000115392	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.823504724799251	0.731911806495982	0.999999960055572	-0.00504247314776844	53
FANCG	ENSG00000221829	Urea	continuous	376551	pLoF	0.823835999048555	0.611265361833078	0.809509207624568	0.00101838583291709	55
CLIP2	ENSG00000106665	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.823964938206733	0.601392606295454	1.0	-0.0402391007843135	36
IFT74	ENSG00000096872	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	0.824359352581836	0.697096436541273	0.902109463348138	0.0103060756500273	24
CEP290	ENSG00000198707	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.824656053555264	0.600503782433971	0.85276987729461	-0.00552715462107659	253
IFNGR1	ENSG00000027697	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.824746480486686	0.637024164095019	0.650933080866327	0.00303805648017184	13
CLPB	ENSG00000162129	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	pLoF	0.824900678958493	0.662619454014951	0.999999958147114	-0.0401946118107621	48
FAH	ENSG00000103876	N25 impaired renal tubular function	icd_first_occurrence	160	pLoF	0.825055713682349	0.647752031225875	0.999999690112097	-0.0402741875027845	33
NOTCH2	ENSG00000134250	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.82525584634334	0.603567864364473	0.828867483069714	0.00256601446073507	39
BAZ1B	ENSG00000009954	I12 hypertensive renal disease	icd_first_occurrence	1513	pLoF	0.826066825291329	0.655518777019815	0.999970007362302	-0.0397422308658146	18
NUP107	ENSG00000111581	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.826122043401503	0.602332967947262	0.606692381559353	0.0116372824245003	69
MLXIPL	ENSG00000009950	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	0.826284485048737	0.996013961809449	0.615820809499135	-0.000305849105559738	41
DNAJB11	ENSG00000090520	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.826751654898042	0.60597437248911	0.853873887028409	-0.00284433575966101	25
ZNF699	ENSG00000196110	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	0.827006192734645	0.683337394452574	0.999889929189664	-0.0401462259876514	18
IFT172	ENSG00000138002	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	pLoF	0.827102330942443	0.597190233958398	1.0	-0.0399432689778982	123
EBF3	ENSG00000108001	N18 chronic renal failure	icd_first_occurrence	14086	pLoF	0.827173768714736	0.688827474782011	0.982921612748606	-0.0422960586321022	4
MYCN	ENSG00000134323	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.827486892277024	0.706413757923304	0.970901439374025	-0.0417633834208498	4
BBS2	ENSG00000125124	Microalbumin in urine	continuous	119013	pLoF	0.827610285364441	0.646816529599526	0.639323757453024	0.00117492624565829	63
VPS37D	ENSG00000176428	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.827670774321298	0.634107430665909	0.999995577498467	-0.0342188862426085	10
WT1	ENSG00000184937	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	0.828022198301308	0.7179488285617	1.0	-0.0406865692574262	3
NCF1	ENSG00000158517	Q61 cystic kidney disease	icd_first_occurrence	735	pLoF	0.828297035301186	0.663353148919907	0.999956730929988	-0.0401783126966848	15
ARL6	ENSG00000113966	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.828443293482835	0.620816192123259	0.99999966302858	-0.0403824646868395	13
LIMK1	ENSG00000106683	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.828475214872227	0.616632122503191	1.0	-0.0367195024387435	22
WDR35	ENSG00000118965	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.828626979593445	0.604741803542959	0.877345042945118	-0.00759553887721937	90
FBXO22	ENSG00000167196	Urea	continuous	376551	pLoF	0.829121284934759	0.741976281497571	0.676435147874423	-0.00143775003062456	19
FANCG	ENSG00000221829	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.829283408007292	0.918597379505134	0.620249196919648	0.00434139268381304	55
KYNU	ENSG00000115919	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.829539357705888	0.652468856658389	0.99999796357992	-0.0401403434001925	26
CSPP1	ENSG00000104218	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.829733731293906	1.0	0.623247134967209	-0.000183263215002988	113
CILK1	ENSG00000112144	N28 other disorders of kidney and ureter	icd_first_occurrence	5275	pLoF	0.829905638985907	0.613394556131234	0.655867135211679	0.0132328537561048	46
WT1	ENSG00000184937	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.829921809907622	0.715483089204107	1.0	-0.0407609915623318	3
COG1	ENSG00000166685	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	pLoF	0.829925218013418	0.668233816585726	1.0	-0.0396021981253277	64
RPGRIP1L	ENSG00000103494	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.830068662972637	0.604671760818322	1.0	-0.0388126097780916	96
HSD11B2	ENSG00000176387	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.830117178799598	0.626723357740433	1.0	-0.0323595351173437	24
FANCE	ENSG00000112039	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.830243915621999	0.984536386336688	0.652662858222657	0.00051623841046968	38
JAG1	ENSG00000101384	N17 acute renal failure	icd_first_occurrence	7312	pLoF	0.830630327379598	0.675765649033273	0.999339084568773	-0.028165716482551	9
MKKS	ENSG00000125863	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.830695663972833	0.622344599988334	1.0	-0.0364835384646957	37
KYNU	ENSG00000115919	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.831029019230925	0.651637024842084	0.916456927213566	0.000948498816733898	26
HNRNPK	ENSG00000165119	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.831287022766002	0.689158287384074	0.987243096256392	-0.0404574101701585	4
IFT122	ENSG00000163913	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	pLoF	0.83134396063261	0.648757986030471	1.0	-0.0285822148487762	101
DNASE1L3	ENSG00000163687	C64 Malignant neoplasm of kidney	icd10	985	pLoF	0.831798003652775	0.661699882906196	0.999649776977404	-0.0401900768249753	10
INVS	ENSG00000119509	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	pLoF	0.832034380719149	0.620083381172662	1.0	-0.0401487779740558	84
ARL6	ENSG00000113966	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.832232830261956	0.949487708854937	0.632612991571894	0.000385238807290351	13
FANCL	ENSG00000115392	Cystatin C	continuous	376784	pLoF	0.832277724724936	0.744023925807547	0.948787085173798	-0.000216990682101131	53
LAMB2	ENSG00000172037	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.832278945606116	0.600954227339359	1.0	-0.0398491617624601	108
MYOCD	ENSG00000141052	N20 calculus of kidney and ureter	icd_first_occurrence	5879	pLoF	0.832498130886634	0.671059327922768	1.0	-0.013950996635487	24
TMEM216	ENSG00000187049	Q60 renal agenesis / reduction defects	icd_first_occurrence	199	pLoF	0.832599192666312	0.726309000247538	0.967896654942366	-0.0402834733000541	13
KLRC4	ENSG00000183542	Creatinine (enzymatic) in urine	continuous	383774	pLoF	0.832830822262636	0.750674937262313	0.829162381723809	0.00250697759871073	3
FAH	ENSG00000103876	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.833062216406642	0.693140429314119	0.653524174175164	-0.00649382021266918	33
BBS9	ENSG00000122507	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.833557595811874	0.617842859066392	1.0	-0.0401124407536325	61
ALG5	ENSG00000120697	N19 unspecified renal failure	icd_first_occurrence	2345	pLoF	0.833632190087675	0.62617407819345	1.0	-0.0403710248402127	21
NEK8	ENSG00000160602	N04 nephrotic syndrome	icd_first_occurrence	242	pLoF	0.833912406757789	0.645298490749011	1.0	-0.0401495710421826	39
FANCC	ENSG00000158169	N23 unspecified renal colic	icd_first_occurrence	4304	pLoF	0.834057136531347	0.799366561408331	0.6469866823137	0.00356612287864481	46
BBS10	ENSG00000179941	N26 unspecified contracted kidney	icd_first_occurrence	176	pLoF	0.83424011736947	0.739728731725144	0.936706511810249	-0.0402771274101579	14
MMP1	ENSG00000196611	Q63 other congenital malformations of kidney	icd_first_occurrence	452	pLoF	0.834336902545131	0.689547445834226	0.754062209930163	-0.00861891321660371	34
ANKS6	ENSG00000165138	N08 glomerular disorders in dis. class. elsewhere	icd_first_occurrence	531	pLoF	0.834656425904579	0.621601265858616	1.0	-0.0396741954130725	50
