GENE	SYMBOL	CHR	START	STOP	NSNPS	N	ZSTAT	P
64651	CSRNP1	3	39183342	39196093	39	956819	4.4327	4.6523e-06
165904	XIRP1	3	39224706	39234112	19	977778	3.3345	0.00042721
1524	CX3CR1	3	39304985	39323226	65	957821	2.2929	0.010928
1237	CCR8	3	39371197	39375171	6	916199	1.6951	0.045024
54977	SLC25A38	3	39424815	39438819	49	954217	1.276	0.10099
3921	RPSA	3	39448204	39454033	28	981701	1.183	0.11841
4336	MOBP	3	39509064	39570988	303	970732	-0.1688	0.56702
25924	MYRIP	3	39850405	40301812	1551	953527	0.15865	0.43697
10289	EIF1B	3	40351173	40353915	12	880366	1.827	0.03385
956	ENTPD3	3	40428647	40470110	114	942806	2.3945	0.0083216
9045	RPL14	3	40498783	40503863	18	901378	1.492	0.067848
285267	ZNF619	3	40518604	40531728	29	898220	2.0312	0.021119
253639	ZNF620	3	40547450	40559712	14	949721	1.9511	0.025525
285268	ZNF621	3	40566376	40581043	31	924012	2.47	0.0067554
1499	CTNNB1	3	41236401	41281939	75	946498	-0.11154	0.54441
54986	ULK4	3	41288090	42056080	2595	950974	1.0482	0.14728
22906	TRAK1	3	42055294	42267382	644	954600	-0.66586	0.74725
885	CCK	3	42299315	42307662	23	944685	-0.776	0.78113
131375	LYZL4	3	42438575	42452125	38	921196	-0.61171	0.72963
7433	VIPR1	3	42530791	42579065	160	940342	1.5975	0.055075
9117	SEC22C	3	42589459	42642572	142	973018	0.78592	0.21596
51188	SS18L2	3	42623332	42636490	35	969915	0.84879	0.198
4820	NKTR	3	42642147	42690233	131	968136	1.3646	0.086192
92999	ZBTB47	3	42695176	42709072	36	959694	1.4321	0.076058
131377	KLHL40	3	42727011	42733938	12	933944	1.3235	0.092833
57467	HHATL	3	42734155	42744319	25	962789	2.2934	0.010911
152206	CCDC13	3	42749764	42814745	170	966383	1.105	0.13457
25994	HIGD1A	3	42824400	42846027	42	967127	1.4155	0.078457
1238	ACKR2	3	42850964	42908775	153	956377	-0.42302	0.66386
1582	CYP8B1	3	42913684	42917633	10	974845	-1.1543	0.87582
389114	ZNF662	3	42947402	42960825	23	962604	-2.1963	0.98597
100506243	KRABD1	3	42977834	42984284	9	942509	-2.0508	0.97986
729085	GASK1A	3	43020759	43099207	244	961219	-0.7131	0.76211
84892	POMGNT2	3	43120721	43147575	59	961137	-1.5892	0.944
54861	SNRK	3	43328004	43392635	87	938211	-0.41399	0.66056
55129	ANO10	3	43407818	43663560	517	956697	0.65347	0.25673
51099	ABHD5	3	43732375	43764217	85	957922	-0.24975	0.59861
375337	TOPAZ1	3	44283378	44373590	204	977798	0.3675	0.35662
285343	TCAIM	3	44379574	44450940	175	960812	0.94129	0.17328
353274	ZNF445	3	44481262	44519162	74	936674	0.956	0.16954
285346	ZNF852	3	44539924	44552222	17	928284	0.21405	0.41525
55888	ZKSCAN7	3	44596667	44624975	87	964793	-0.91842	0.8208
285349	ZNF660	3	44626456	44641186	20	938331	-1.3773	0.91579
10168	ZNF197	3	44666511	44689963	50	956257	-0.3691	0.64397
7584	ZNF35	3	44690108	44702283	18	938013	0.83739	0.20119
101928592		3	44724574	44726283	1	1002910	-1.6109	0.9464
91392	ZNF502	3	44754135	44765323	39	965181	-0.94652	0.82806
115560	ZNF501	3	44771098	44778575	17	955002	0.35137	0.36265
57456	KIAA1143	3	44790236	44803173	18	962304	0.49413	0.31061
56992	KIF15	3	44803209	44894748	146	950646	-0.44345	0.67128
131616	TMEM42	3	44903408	44907156	2	1004000	-0.99681	0.84057
7047	TGM4	3	44916098	44956093	175	959191	0.47934	0.31585
51304	ZDHHC3	3	44956753	45017674	112	953101	0.18538	0.42647
23016	EXOSC7	3	45017741	45054160	87	949479	-0.58765	0.72162
7123	CLEC3B	3	45067759	45077563	33	977166	-0.097197	0.53871
64866	CDCP1	3	45123766	45187914	243	933224	0.82331	0.20517
25907	TMEM158	3	45265956	45267814	7	916547	-0.72168	0.76475
23395	LARS2	3	45430053	45590334	373	958690	-0.31128	0.62221
8994	LIMD1	3	45636323	45722755	338	968025	0.23608	0.40669
22908	SACM1L	3	45730754	45786901	211	978832	0.48157	0.31506
54716	SLC6A20	3	45796941	45838039	94	951093	0.78771	0.21543
54585	LZTFL1	3	45864808	45957216	218	958423	0.27513	0.39161
10803	CCR9	3	45927996	45944667	43	964246	1.0515	0.14652
79443	FYCO1	3	45959391	46037316	241	972830	0.030222	0.48794
10663	CXCR6	3	45984973	45989845	12	937976	0.79184	0.21423
2829	XCR1	3	46062291	46068979	16	986025	0.38485	0.35017
1230	CCR1	3	46243200	46249832	13	949980	0.22905	0.40942
1232	CCR3	3	46283872	46308197	81	940671	0.29875	0.38257
729230	CCR2	3	46395235	46402413	20	982043	1.6995	0.044615
1234	CCR5	3	46411633	46417697	18	946117	2.1077	0.017528
9034	CCRL2	3	46448721	46454488	23	950916	1.5221	0.063988
4057	LTF	3	46477496	46506598	134	956714	0.30188	0.38137
83597	RTP3	3	46539485	46542439	11	973430	-0.41634	0.66142
79442	LRRC2	3	46556875	46621589	266	968456	-1.0099	0.84374
6997	CRIPTO	3	46616045	46623953	41	985276	-0.47095	0.68116
100132146	FAM240A	3	46653925	46668033	69	959815	0.90814	0.1819
259173	ALS2CL	3	46710485	46735194	92	970581	1.8232	0.034133
259236	TMIE	3	46742823	46752413	27	962723	0.22828	0.40971
29122	PRSS50	3	46753606	46759373	24	977251	1.2969	0.097341
100287362	PRSS46P	3	46761073	46777921	63	970651	0.18678	0.42592
377047	PRSS45P	3	46783581	46790143	29	982048	1.3427	0.089687
729756	PRSS44P	3	46852688	46854048	3	910490	0.22295	0.41179
339906	PRSS42P	3	46871894	46875585	9	920105	-0.70516	0.75965
4634	MYL3	3	46899357	46904973	14	948461	-0.0034582	0.50138
5745	PTH1R	3	46919236	46945289	53	935281	1.7388	0.041038
151903	CCDC12	3	46963220	47023500	91	939097	0.38744	0.34922
23218	NBEAL2	3	47021173	47051194	47	954875	-0.13256	0.55273
29072	SETD2	3	47057898	47205467	198	955116	-0.051171	0.52041
64147	KIF9	3	47269516	47324337	85	927337	0.87218	0.19155
23276	KLHL18	3	47324116	47388306	66	933809	1.4964	0.06728
25930	PTPN23	3	47422383	47454931	38	926283	0.54103	0.29424
22937	SCAP	3	47455184	47517603	62	929845	1.0719	0.14188
54859	ELP6	3	47537130	47555199	27	914072	1.5142	0.064982
10675	CSPG5	3	47603728	47621730	24	932532	3.5152	0.0002197
6599	SMARCC1	3	47627378	47823405	256	934137	3.7166	0.00010098
22907	DHX30	3	47844399	47891686	48	943043	3.8975	4.8596e-05
4134	MAP4	3	47892180	48130769	272	944679	2.708	0.0033842
993	CDC25A	3	48198668	48230153	38	919826	4.6496	1.6633e-06
820	CAMP	3	48264837	48266981	2	866082	-0.47137	0.68131
51385	ZNF589	3	48282596	48312480	49	931509	4.654	1.6274e-06
10201	NME6	3	48335485	48343719	25	950727	4.5105	3.2339e-06
646424	SPINK8	3	48348336	48369831	51	961451	4.4924	3.5213e-06
285231	FBXW12	3	48413709	48436190	44	963310	6.1094	5e-10
5364	PLXNB1	3	48445261	48471460	31	936594	7.3428	1.0458e-13
79714	CCDC51	3	48473580	48481529	13	974175	7.6733	8.3822e-15
51372	TMA7	3	48481686	48485537	13	902080	7.3685	8.6264e-14
84126	ATRIP	3	48488114	48509044	26	942242	7.5429	2.2982e-14
11277	TREX1	3	48506919	48509044	3	943294	6.7776	6.1109e-12
51246	SHISA5	3	48509197	48542259	55	933675	4.5242	3.0306e-06
5210	PFKFB4	3	48555117	48598607	59	921163	2.9653	0.0015119
90226	UCN2	3	48599151	48601201	6	899668	1.6014	0.054639
1294	COL7A1	3	48601506	48632593	36	923777	3.7801	7.8384e-05
7384	UQCRC1	3	48636432	48647391	12	911673	2.4676	0.0068006
440955	TMEM89	3	48658275	48659189	2	956878	2.9791	0.0014455
65010	SLC26A6	3	48663156	48672926	20	923723	5.0526	2.1796e-07
1951	CELSR3	3	48673896	48700348	28	937331	5.4026	3.284e-08
51517	NCKIPSD	3	48700419	48723366	40	928251	5.3556	4.2627e-08
51447	IP6K2	3	48725436	48754711	53	959684	6.4125	7.1556e-11
5576	PRKAR2A	3	48784017	48885270	82	936934	4.9474	3.7605e-07
788	SLC25A20	3	48894356	48936426	44	908171	3.5678	0.00018002
646450	ARIH2OS	3	48955221	48956818	1	897629	0.54145	0.2941
10425	ARIH2	3	48956265	49022974	80	918554	4.8013	7.8801e-07
54681	P4HTM	3	49027304	49044582	15	942925	4.3514	6.7647e-06
11180	WDR6	3	49044637	49053386	7	929528	3.9205	4.4177e-05
55152	DALRD3	3	49052832	49058504	8	880236	5.9935	1.0268e-09
25915	NDUFAF3	3	49057908	49060928	2	827441	1.4592	0.07226
3615	IMPDH2	3	49061758	49066875	6	896039	6.6499	1.4663e-11
54870	QRICH1	3	49067140	49131504	70	926067	6.0035	9.6534e-10
5859	QARS1	3	49133365	49142562	11	937019	5.1205	1.5236e-07
10869	USP19	3	49145479	49158371	9	971290	3.3305	0.00043349
3913	LAMB2	3	49158547	49170599	12	937016	6.0748	6.208e-10
64925	CCDC71	3	49199968	49203785	5	959419	2.8211	0.0023928
200942	KLHDC8B	3	49208987	49213919	10	924575	6.6829	1.1715e-11
646498	CIMIP7	3	49215069	49229291	23	941794	6.0447	7.4828e-10
339834	IHO1	3	49235861	49295636	85	947684	6.4675	4.9834e-11
375341	C3orf62	3	49306030	49314864	12	962463	6.5906	2.1902e-11
7375	USP4	3	49314577	49377536	79	948098	5.9763	1.1415e-09
2876	GPX1	3	49394609	49395791	2	1004035	8.1452	1.894e-16
387	RHOA	3	49396569	49449526	100	958482	7.3203	1.2368e-13
6988	TCTA	3	49449639	49453909	9	940999	6.6054	1.9828e-11
275	AMT	3	49454211	49460111	10	981671	6.9284	2.1281e-12
84276	NICN1	3	49459766	49466777	8	990052	7.9414	9.992e-16
1605	DAG1	3	49506136	49573051	114	964230	7.1609	4.0074e-13
8927	BSN	3	49591922	49708982	177	960845	6.1094	5e-10
327	APEH	3	49711427	49720936	9	973896	7.5716	1.843e-14
4485	MST1	3	49721380	49726196	8	914194	7.9057	1.3323e-15
63891	RNF123	3	49726950	49758962	55	956435	5.5039	1.8569e-08
386724	AMIGO3	3	49754267	49757238	2	947527	1.306	0.09578
29925	GMPPB	3	49758909	49761407	2	931639	-0.14228	0.55657
9807	IP6K1	3	49761728	49823973	104	951168	4.79	8.3389e-07
389118	CDHR4	3	49828165	49837254	18	959533	4.9315	4.0806e-07
389119	INKA1	3	49840687	49842463	2	888642	2.4227	0.0077037
7318	UBA7	3	49842638	49851391	9	952277	3.4055	0.00033023
10293	TRAIP	3	49866028	49893992	44	951426	5.0439	2.281e-07
79012	CAMKV	3	49895414	49907655	20	963258	5.5624	1.3307e-08
4486	MST1R	3	49924435	49941311	26	953821	5.5515	1.4162e-08
84315	MON1A	3	49946302	49967445	28	943858	4.8387	6.5347e-07
10180	RBM6	3	49977474	50114685	269	957822	6.188	3.0457e-10
10181	RBM5	3	50126341	50156397	31	959280	5.4488	2.5352e-08
6405	SEMA3F	3	50192562	50226508	76	936927	3.7683	8.2193e-05
2779	GNAT1	3	50229043	50235129	3	985470	1.0923	0.13735
10991	SLC38A3	3	50242692	50258406	26	931820	1.6414	0.050359
2771	GNAI2	3	50264120	50296786	47	921662	2.2333	0.012766
7869	SEMA3B	3	50305040	50314573	14	915758	1.1949	0.11606
132228	LSMEM2	3	50316458	50325545	7	911414	3.0614	0.0011015
7866	IFRD2	3	50325163	50330648	10	902651	3.5695	0.00017886
8372	HYAL3	3	50330259	50336899	13	904807	1.4568	0.072585
24142	NAA80	3	50333833	50336852	9	888047	1.4713	0.070611
3373	HYAL1	3	50337320	50349812	21	899841	0.71963	0.23588
8692	HYAL2	3	50355221	50360281	4	921376	1.9307	0.026758
11334	TUSC2	3	50362341	50365668	4	900695	3.0801	0.0010347
11186	RASSF1	3	50367217	50378367	21	903425	0.33608	0.3684
51364	ZMYND10	3	50378537	50383459	4	929165	-0.28351	0.61161
10641	NPRL2	3	50384918	50388486	2	893077	3.7679	8.2304e-05
11068	CYB561D2	3	50388265	50391500	5	898774	-1.2709	0.89812
11070	TMEM115	3	50392180	50396939	4	942574	1.7134	0.043315
9254	CACNA2D2	3	50400230	50540892	292	937499	2.6726	0.003763
51161	C3orf18	3	50595456	50608458	19	942872	2.5694	0.0050931
51409	HEMK1	3	50606583	50622422	20	959565	1.3985	0.080977
1154	CISH	3	50643885	50649262	10	944539	2.6466	0.0040655
7867	MAPKAPK3	3	50649293	50686728	66	910612	2.4064	0.0080547
1795	DOCK3	3	50712672	51421629	1364	953239	1.9363	0.026413
7873	MANF	3	51422692	51426828	6	975944	0.21308	0.41563
29890	RBM15B	3	51428699	51435339	9	933742	2.3313	0.0098677
9730	DCAF1	3	51433298	51534018	151	930444	2.534	0.0056379
23132	RAD54L2	3	51575596	51697634	114	929302	3.0172	0.0012758
51368	TEX264	3	51705191	51738339	41	912337	3.3675	0.00037923
2912	GRM2	3	51741081	51752629	7	837151	2.8114	0.0024661
440956	IQCF6	3	51812577	51813256	2	922302	1.5331	0.062624
401067	IQCF3	3	51860899	51864874	9	969434	0.92965	0.17628
389123	IQCF2	3	51895645	51897440	4	938163	3.1449	0.00083078
389124	IQCF5	3	51907737	51909600	2	952406	-0.71753	0.76348
132141	IQCF1	3	51928892	51937386	22	950094	2.6867	0.0036081
9136	RRP9	3	51967442	51975957	16	879229	0.85449	0.19642
10039	PARP3	3	51976297	51982883	11	906122	1.6579	0.048668
118442	GPR62	3	51989330	51991520	9	876263	1.0917	0.13748
57060	PCBP4	3	51991470	52001482	12	914180	0.42205	0.3365
84836	ABHD14B	3	52002526	52008646	2	908351	-1.3138	0.90554
25864	ABHD14A	3	52007700	52015216	8	882944	3.5894	0.00016573
95	ACY1	3	52017300	52023218	11	876352	1.6906	0.045457
6159	RPL29	3	52027644	52029958	4	855439	1.7681	0.038523
1849	DUSP7	3	52082935	52090461	8	908953	1.3992	0.080876
25886	POC1A	3	52109249	52188720	110	931742	1.6972	0.044832
211	ALAS1	3	52232099	52248343	31	930215	3.7973	7.314e-05
54106	TLR9	3	52255096	52260179	10	924864	3.2948	0.00049247
11344	TWF2	3	52262626	52273183	36	950389	4.002	3.1399e-05
132160	PPM1M	3	52279782	52284615	7	897897	1.0375	0.14976
80335	WDR82	3	52288438	52312659	49	945968	3.4033	0.0003329
132158	GLYCTK	3	52321836	52329272	14	990113	4.6448	1.7021e-06
25981	DNAH1	3	52350335	52434513	180	941709	2.2806	0.011286
8314	BAP1	3	52435020	52444121	11	931420	3.1617	0.00078415
51533	PHF7	3	52444577	52457657	30	921986	3.3417	0.0004163
56920	SEMA3G	3	52467268	52479112	22	915349	2.189	0.014297
7134	TNNC1	3	52485107	52488057	8	903055	2.4439	0.0072652
11188	NISCH	3	52489524	52527088	100	946316	4.7844	8.5729e-07
23166	STAB1	3	52529354	52558512	72	935627	6.8576	3.5013e-12
64943	NT5DC2	3	52558385	52569093	36	948350	7.1943	3.1386e-13
440957	UQCC5	3	52570002	52574586	14	984970	6.7051	1.0065e-11
55193	PBRM1	3	52579368	52719866	389	956933	7.4295	5.4511e-14
26354	GNL3	3	52719936	52728513	15	958701	7.1333	4.9e-13
55830	GLT8D1	3	52728500	52740099	18	952385	7.2131	2.7345e-13
28972	SPCS1	3	52739792	52742198	6	941696	7.2603	1.9307e-13
6787	NEK4	3	52744796	52804965	157	951630	7.4541	4.5242e-14
3697	ITIH1	3	52811602	52826084	38	956267	6.8977	2.6433e-12
3699	ITIH3	3	52828784	52843025	52	930890	4.3045	8.3686e-06
3700	ITIH4	3	52847006	52864717	48	967328	7.1232	5.2719e-13
389125	MUSTN1	3	52867131	52869235	7	964561	5.3498	4.4023e-08
100526772	STIMATE-MUSTN1	3	52867131	52931597	147	964058	6.4512	5.5496e-11
375346	STIMATE	3	52870772	52931597	135	963838	6.4432	5.8501e-11
51460	SFMBT1	3	52933221	53080089	337	955480	8.2264	9.6463e-17
91869	RFT1	3	53122499	53164480	113	954926	3.3292	0.00043542
5580	PRKCD	3	53195223	53226733	80	949605	0.61638	0.26882
7086	TKT	3	53258723	53290130	161	966403	1.1694	0.12113
55802	DCP1A	3	53317443	53381654	128	953798	0.94456	0.17244
776	CACNA1D	3	53529076	53847179	893	956872	1.8004	0.035897
55349	CHDH	3	53850324	53880420	102	940531	-0.30872	0.62123
55540	IL17RB	3	53880577	53899827	72	960295	0.56328	0.28662
93973	ACTR8	3	53898959	53916229	67	958752	-0.041372	0.5165
58515	SELENOK	3	53919226	53925989	22	984716	0.35846	0.36
55799	CACNA2D3	3	54156620	55108584	3312	947107	-0.9131	0.81941
57408	LRTM1	3	54952264	55001115	143	953660	0.47816	0.31627
7474	WNT5A	3	55499743	55521670	50	941896	1.2889	0.098724
26059	ERC2	3	55542336	56502391	3205	962361	1.8871	0.029573
285331	CCDC66	3	56591184	56655864	291	971046	1.2877	0.09892
23272	TASOR	3	56654160	56717270	267	976499	1.0156	0.15491
50650	ARHGEF3	3	56761446	57113336	1173	953896	2.1845	0.014464
353324	SPATA12	3	57094469	57109460	44	966298	2.2143	0.013404
54756	IL17RD	3	57124010	57204345	231	969871	3.4392	0.0002917
8820	HESX1	3	57231866	57261656	51	958327	0.60201	0.27358
26060	APPL1	3	57261765	57307499	83	957683	1.4238	0.077252
142686	ASB14	3	57302379	57326753	41	959778	2.1405	0.016157
201625	DNAH12	3	57327727	57530071	765	967991	3.7777	7.9154e-05
201626	PDE12	3	57541882	57640704	263	966965	5.0278	2.4801e-07
378	ARF4	3	57557090	57583215	75	977419	5.21	9.4411e-08
201627	DENND6A	3	57611181	57678816	162	966919	4.7114	1.2302e-06
7871	SLMAP	3	57741948	57915597	308	954361	2.8129	0.0024551
2317	FLNB	3	57994127	58157982	440	955851	3.9395	4.0832e-05
1776	DNASE1L3	3	58178353	58196730	65	951590	3.0104	0.0013047
57406	ABHD6	3	58223233	58280463	224	967185	4.6599	1.5817e-06
11102	RPP14	3	58291972	58305920	53	965804	3.9384	4.1015e-05
54899	PXK	3	58318617	58411815	414	981287	3.7193	9.9879e-05
5162	PDHB	3	58413357	58419579	26	984813	2.9584	0.0015464
200845	KCTD6	3	58477823	58488087	20	944956	1.7657	0.038723
8309	ACOX2	3	58490863	58522929	75	942451	1.4155	0.078458
11170	FAM107A	3	58549841	58613337	297	954991	-0.027609	0.51101
131177	FAM3D	3	58619670	58652575	130	969339	0.23369	0.40761
200844	CFAP20DC	3	58720199	59035804	463	922075	-1.4646	0.92848
2272	FHIT	3	59735036	61237133	7117	956163	-1.9938	0.97692
5793	PTPRG	3	61547243	62280573	2759	951581	0.19416	0.42303
57415	CEP15	3	62304648	62321888	24	924867	-0.15995	0.56354
55079	FEZF2	3	62355347	62359190	2	880812	2.2372	0.012637
8618	CADPS	3	62384021	62861064	1979	959017	-0.52896	0.70158
132204	SYNPR	3	63263914	63602597	1401	954696	-0.5302	0.70201
132203	SNTN	3	63638344	63650893	68	970673	0.729	0.233
80145	THOC7	3	63819546	63849597	60	950597	6.826	4.3648e-12
6314	ATXN7	3	63849785	63989240	345	938321	7.5529	2.1276e-14
9861	PSMD6	3	63996225	64009686	41	952420	7.8113	2.8311e-15
166336	PRICKLE2	3	64079526	64253859	625	962685	2.2536	0.012111
56999	ADAMTS9	3	64501330	64673676	548	943453	-0.10884	0.54333
9223	MAGI1	3	65339200	66024511	2530	951001	0.07415	0.47045
26018	LRIG1	3	66429221	66551446	335	930353	0.57022	0.28426
84541	KBTBD8	3	67048727	67061634	21	960444	2.9215	0.0017415
8801	SUCLG2	3	67410884	67705038	1251	953473	0.32759	0.37161
407738	TAFA1	3	68040734	68594772	2114	959492	-0.17243	0.56845
151647	TAFA4	3	68780915	68981761	778	952984	0.33242	0.36979
285203	EOGT	3	69024363	69063112	160	948491	2.287	0.011099
7110	TMF1	3	69068978	69101484	74	962972	3.8625	5.6111e-05
9039	UBA3	3	69103881	69129524	55	967062	3.037	0.0011947
10550	ARL6IP5	3	69134090	69155239	76	955776	4.226	1.1897e-05
56203	LMOD3	3	69156039	69171746	61	926933	0.96148	0.16816
23150	FRMD4B	3	69219146	69435430	835	940699	0.51037	0.3049
4286	MITF	3	69788586	70017488	658	939934	5.9072	1.7395e-09
27086	FOXP1	3	71003865	71633140	1563	941113	1.9946	0.023041
317649	EIF4E3	3	71728440	71803924	272	948197	1.0971	0.13629
60675	PROK2	3	71820806	71834357	39	930187	-0.55369	0.71011
23429	RYBP	3	72423744	72495774	111	930195	-0.63132	0.73609
55164	SHQ1	3	72798426	72897631	156	927667	0.66356	0.25349
727936	GXYLT2	3	72937385	73024525	270	953032	1.1853	0.11795
151987	PPP4R2	3	73045985	73118349	267	974031	2.507	0.0060882
55096	EBLN2	3	73110810	73112488	8	991855	2.6607	0.0038992
23024	PDZRN3	3	73431582	73674072	682	951756	0.9803	0.16347
5067	CNTN3	3	74311719	74663587	1081	945768	-1.6649	0.95203
100131827	ZNF717	3	75785868	75834709	83	854103	-0.78897	0.78494
6092	ROBO2	3	75955845	77699115	5922	949480	0.45062	0.32613
6091	ROBO1	3	78646388	79817059	3172	950757	1.3694	0.085432
2632	GBE1	3	81538850	81810950	604	939625	-0.08079	0.5322
253559	CADM2	3	85008133	86123579	3492	955033	-0.69761	0.75729
389136	VGLL3	3	86987123	87040412	132	899935	1.3632	0.086414
25978	CHMP2B	3	87276413	87304698	84	950928	1.1936	0.11632
5449	POU1F1	3	87308783	87325737	39	954300	1.2408	0.10734
3355	HTR1F	3	87841929	88043964	633	954229	-1.6795	0.95347
8545	CGGBP1	3	88101100	88199016	234	962114	-2.3854	0.99147
55279	ZNF654	3	88108394	88193814	202	960108	-2.2085	0.98639
285237	C3orf38	3	88198875	88207115	18	971330	-1.4654	0.92859
100506944		3	88387565	88516299	480	960571	-0.14431	0.55737
2042	EPHA3	3	89156674	89531284	745	959875	-2.1407	0.98385
5627	PROS1	3	93591881	93692934	104	927344	-1.4555	0.92723
200894	ARL13B	3	93698983	93774522	70	943911	-1.7043	0.95584
415117	STX19	3	93733078	93747460	15	968806	-3.2179	0.99935
200895	DHFR2	3	93776766	93782233	6	900307	0.40262	0.34362
63899	NSUN3	3	93781855	93845630	65	940602	-1.2821	0.90009
285220	EPHA6	3	96533425	97467786	1484	924991	-2.454	0.99294
84100	ARL6	3	97483365	97520086	86	955214	0.099618	0.46032
131544	CRYBG3	3	97540537	97663830	188	966561	0.86209	0.19432
84864	RIOX2	3	97660661	97691295	45	927454	-0.049271	0.51965
200959	GABRR3	3	97705527	97754148	126	949313	0.61306	0.26992
81050	OR5AC2	3	97806017	97806946	4	940776	-0.0048201	0.50192
26341	OR5H1	3	97851542	97852483	4	943777	0.20257	0.41973
403273	OR5H14	3	97868230	97869162	3	915636	0.64824	0.25841
403274	OR5H15	3	97887544	97888485	8	969340	0.4492	0.32664
79295	OR5H6	3	97983129	97984106	8	955395	-1.0022	0.84187
79310	OR5H2	3	98001732	98002676	4	956988	-0.28863	0.61357
403278	OR5K4	3	98072698	98073663	2	926275	-2.4969	0.99374
403277	OR5K3	3	98109510	98110475	1	998299	-1.5349	0.9376
26339	OR5K1	3	98188421	98189372	2	947901	-0.57795	0.71835
402135	OR5K2	3	98216525	98217475	2	939730	-1.3295	0.90815
56650	CLDND1	3	98219628	98241910	52	972296	-0.97462	0.83513
2838	GPR15	3	98250743	98251994	2	977039	1.3566	0.087462
1371	CPOX	3	98296677	98312470	61	965600	-1.6698	0.95252
10402	ST3GAL6	3	98451080	98514689	170	962609	0.80996	0.20898
131566	DCBLD2	3	98514814	98620566	271	970765	0.99764	0.15923
1295	COL8A1	3	99357440	99518061	436	963548	3.8258	6.5177e-05
84319	CMSS1	3	99536678	99897476	804	939741	2.2195	0.013226
11259	FILIP1L	3	99551988	99833349	654	939319	2.2016	0.013847
55773	TBC1D23	3	99979661	100044096	210	943860	-0.67072	0.7488
56954	NIT2	3	100053483	100075844	61	951880	2.5635	0.0051818
9868	TOMM70	3	100082303	100120242	104	955364	2.5996	0.0046666
348801	LNP1	3	100120037	100175170	140	936528	1.8763	0.030306
55076	TMEM45A	3	100211463	100296297	273	953257	1.4865	0.068577
84873	ADGRG7	3	100328433	100414323	353	923983	0.73307	0.23176
10342	TFG	3	100428128	100467811	163	941241	0.57924	0.28121
25890	ABI3BP	3	100468179	100712336	872	958166	0.33085	0.37038
50939	IMPG2	3	100941390	101039419	211	966780	1.6087	0.053841
57337	SENP7	3	101043049	101232085	580	967590	0.99626	0.15956
54931	TRMT10C	3	101280680	101285290	12	975730	0.40397	0.34312
57092	PCNP	3	101292997	101313281	58	967656	1.0245	0.1528
27107	ZBTB11	3	101368283	101395988	54	968834	0.33095	0.37034
6152	RPL24	3	101399934	101405564	14	935269	1.6559	0.048868
79598	CEP97	3	101443436	101489404	80	948336	0.19411	0.42305
91775	NXPE3	3	101498029	101547075	100	947862	-0.37233	0.64518
64332	NFKBIZ	3	101546834	101579869	39	944899	0.052836	0.47893
131368	ZPLD1	3	101928816	102198685	696	956144	2.3542	0.0092802
214	ALCAM	3	105085557	105295757	730	968842	0.92854	0.17656
868	CBLB	3	105374306	105589354	617	959012	6.169	3.4363e-10
84692	CCDC54	3	107096188	107097481	6	958409	0.45487	0.3246
56987	BBX	3	107241783	107530176	652	958446	1.5956	0.055289
961	CD47	3	107761941	107809935	105	962603	1.298	0.097146
55081	IFT57	3	107879659	107941417	341	990102	1.0056	0.15729
11148	HHLA2	3	108015353	108097132	316	980726	-1.7495	0.9599
22989	MYH15	3	108099216	108248169	404	964939	-2.2373	0.98737
57650	CIP2A	3	108268716	108308491	75	942869	-2.2519	0.98784
9666	DZIP3	3	108308337	108413693	168	966412	-1.3345	0.90898
84666	RETNLB	3	108474486	108476130	7	959669	-0.53175	0.70255
50852	TRAT1	3	108541631	108573714	92	955054	-2.1134	0.98272
9626	GUCA1C	3	108626491	108672742	175	978410	0.2086	0.41738
27136	MORC1	3	108676814	108836993	611	963946	-1.0456	0.85213
151871	DPPA2	3	109012635	109035364	69	920316	2.2694	0.011623
55211	DPPA4	3	109044988	109056419	39	972025	2.7823	0.0026989
25945	NECTIN3	3	110790606	110913017	224	903801	-0.50397	0.69286
10225	CD96	3	111260926	111384843	287	947719	-0.28449	0.61198
79413	ZBED2	3	111311747	111314182	5	939725	-0.38616	0.65031
257068	PLCXD2	3	111393523	111565294	662	973297	-0.6051	0.72744
90102	PHLDB2	3	111451327	111695364	988	970880	-1.0747	0.85875
55347	ABHD10	3	111697723	111712215	64	987209	-0.11269	0.54486
29114	TAGLN3	3	111717586	111732735	91	969095	-0.048749	0.51944
344805	TMPRSS7	3	111758465	111800116	155	955767	-0.25059	0.59893
79669	C3orf52	3	111805175	111837073	111	969174	-0.30187	0.61862
257144	GCSAM	3	111839688	111852453	35	964858	-0.90566	0.81744
285335	SLC9C1	3	111859752	112013105	735	962979	-1.0902	0.86219
4345	CD200	3	112051194	112081659	105	965770	-1.0639	0.85631
151888	BTLA	3	112182813	112218438	64	916973	-1.6861	0.95411
64422	ATG3	3	112251354	112280810	100	954210	-0.079933	0.53185
55032	SLC35A5	3	112280857	112303286	80	947453	-0.071055	0.52832
151887	CCDC80	3	112323407	112359977	104	960695	-0.89285	0.81403
344807	CD200R1L	3	112534556	112564797	125	988168	-0.35504	0.63872
131450	CD200R1	3	112641532	112693950	240	977027	-0.37336	0.64556
29083	GTPBP8	3	112709323	112720221	37	931796	0.32995	0.37072
25871	RMP64	3	112721291	112738555	60	939335	0.91804	0.1793
91653	BOC	3	112929850	113006306	286	954012	0.064939	0.47411
55779	CFAP44	3	113005777	113160986	624	969718	-0.98795	0.83841
